                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     17,                 1.7677,                 1.4641,                0.98571,                0.49912,                0.35524,                0.36593,                0.24314,                 1.7024,                 1.4585,                0.99281,             0.00054434,             0.00054434,             0.00054434
                     18,                 1.7605,                 1.4517,                0.98318,                0.56931,                0.34541,                0.34913,                0.22921,                 1.7188,                 1.4991,                0.99645,             0.00054143,             0.00054143,             0.00054143
                     19,                 1.7353,                   1.42,                0.98072,                0.53206,                0.38057,                0.40171,                0.26336,                 1.6836,                 1.3642,                0.98831,             0.00053852,             0.00053852,             0.00053852
                     20,                 1.7352,                 1.4035,                0.97534,                0.60787,                0.37682,                0.40655,                0.24889,                 1.7793,                 1.4204,                0.99973,             0.00053561,             0.00053561,             0.00053561
                     21,                  1.769,                 1.4206,                0.97972,                0.63332,                0.38865,                0.42426,                 0.2838,                 1.6591,                 1.3235,                 0.9863,              0.0005327,              0.0005327,              0.0005327
                     22,                 1.7308,                  1.379,                0.97522,                0.58734,                0.39979,                0.41825,                0.27611,                 1.6916,                 1.3543,                0.98675,             0.00052979,             0.00052979,             0.00052979
                     23,                 1.7145,                 1.3515,                0.97591,                0.61343,                0.37056,                0.43069,                0.28581,                 1.6629,                 1.3736,                0.97441,             0.00052688,             0.00052688,             0.00052688
                     24,                 1.7053,                 1.3468,                0.97031,                0.65743,                0.40116,                 0.4404,                0.29633,                 1.6564,                 1.3557,                0.98365,             0.00052397,             0.00052397,             0.00052397
                     25,                 1.7387,                 1.3687,                 0.9841,                0.52844,                0.43937,                0.46121,                0.31474,                 1.6744,                  1.303,                0.98286,             0.00052106,             0.00052106,             0.00052106
                     26,                 1.7017,                 1.3312,                0.96629,                 0.5135,                0.46079,                0.45995,                0.31247,                 1.6273,                 1.2742,                 0.9743,             0.00051815,             0.00051815,             0.00051815
                     27,                 1.6939,                 1.3019,                0.96534,                0.51563,                0.44152,                0.43731,                 0.2852,                 1.7101,                 1.3667,                0.98759,             0.00051523,             0.00051523,             0.00051523
                     28,                 1.6943,                  1.312,                0.96553,                0.52181,                 0.4769,                0.46787,                0.31761,                 1.6328,                 1.2766,                0.97025,             0.00051232,             0.00051232,             0.00051232
                     29,                 1.6883,                 1.2843,                0.96148,                0.61946,                0.45693,                 0.4996,                0.33928,                 1.6212,                 1.2595,                0.97466,             0.00050941,             0.00050941,             0.00050941
                     30,                 1.6745,                 1.2851,                0.96774,                0.53605,                0.47759,                   0.49,                 0.3371,                 1.6041,                 1.2473,                0.97098,              0.0005065,              0.0005065,              0.0005065
                     31,                 1.6746,                  1.272,                0.96469,                0.53505,                0.49246,                0.50835,                0.35353,                 1.5963,                 1.2149,                0.96916,             0.00050359,             0.00050359,             0.00050359
                     32,                 1.6551,                 1.2461,                 0.9555,                0.56991,                0.51197,                0.51531,                0.35002,                 1.6436,                 1.2386,                0.98038,             0.00050068,             0.00050068,             0.00050068
                     33,                 1.6474,                 1.2388,                0.96316,                0.63591,                0.49402,                0.51381,                0.34691,                  1.622,                 1.2436,                0.97282,             0.00049777,             0.00049777,             0.00049777
                     34,                 1.6848,                  1.232,                0.95483,                0.64561,                0.51025,                0.53857,                  0.371,                 1.5826,                 1.1855,                0.96552,             0.00049486,             0.00049486,             0.00049486
                     35,                  1.611,                 1.1969,                0.94809,                0.64929,                0.48022,                0.56255,                  0.379,                 1.5925,                 1.2113,                0.96447,             0.00049195,             0.00049195,             0.00049195
                     36,                 1.6262,                 1.1965,                0.95324,                0.60857,                0.51776,                0.54974,                0.37321,                 1.6072,                 1.2106,                 0.9661,             0.00048904,             0.00048904,             0.00048904
                     37,                 1.6369,                 1.1993,                0.95286,                0.59176,                0.52437,                0.54385,                0.37571,                 1.5753,                 1.2006,                0.96253,             0.00048613,             0.00048613,             0.00048613
                     38,                 1.6245,                 1.1996,                0.95251,                0.64462,                 0.4588,                0.53878,                0.36333,                 1.6271,                 1.2073,                 0.9724,             0.00048322,             0.00048322,             0.00048322
                     39,                 1.6357,                 1.1906,                0.95181,                0.58271,                0.53184,                0.56704,                0.39059,                 1.5682,                 1.1815,                0.95766,             0.00048031,             0.00048031,             0.00048031
                     40,                 1.6021,                 1.1631,                0.95083,                0.66623,                0.52644,                0.57166,                0.39429,                 1.6117,                 1.1554,                0.96532,              0.0004774,              0.0004774,              0.0004774
                     41,                 1.5999,                 1.1716,                0.94756,                0.63643,                0.54756,                0.57442,                0.39725,                  1.589,                 1.1413,                 0.9618,             0.00047449,             0.00047449,             0.00047449
                     42,                 1.5816,                 1.1523,                 0.9396,                0.57768,                0.56627,                0.58568,                0.39412,                 1.5811,                 1.1535,                0.96092,             0.00047158,             0.00047158,             0.00047158
                     43,                 1.6043,                 1.1616,                0.94499,                 0.5955,                0.56232,                0.57931,                0.39412,                 1.5674,                 1.1685,                0.95561,             0.00046867,             0.00046867,             0.00046867
                     44,                 1.6341,                 1.1499,                0.95312,                0.60323,                0.56891,                0.58354,                0.39792,                 1.5501,                 1.1575,                0.95365,             0.00046575,             0.00046575,             0.00046575
                     45,                  1.581,                 1.1385,                0.93894,                0.62944,                0.56266,                0.58141,                0.40053,                 1.5817,                 1.1615,                0.96488,             0.00046284,             0.00046284,             0.00046284
                     46,                  1.608,                 1.1662,                0.94249,                0.66923,                0.53973,                0.59875,                0.40906,                 1.5653,                 1.1444,                0.95506,             0.00045993,             0.00045993,             0.00045993
                     47,                 1.6199,                 1.1404,                  0.943,                0.64864,                0.58683,                 0.6159,                 0.4193,                 1.5544,                 1.1107,                0.95493,             0.00045702,             0.00045702,             0.00045702
                     48,                  1.586,                 1.1233,                0.94122,                0.68464,                0.56681,                0.61831,                0.41976,                 1.5441,                 1.1121,                0.95402,             0.00045411,             0.00045411,             0.00045411
                     49,                 1.5607,                 1.1136,                0.93846,                0.72079,                0.54705,                0.62233,                0.40927,                 1.6321,                 1.1051,                0.97058,              0.0004512,              0.0004512,              0.0004512
                     50,                 1.5672,                 1.1048,                0.93654,                0.71862,                 0.5503,                0.62194,                0.43215,                 1.5929,                 1.1099,                0.96354,             0.00044829,             0.00044829,             0.00044829
                     51,                 1.5844,                 1.1119,                0.93758,                0.63432,                0.57601,                0.59927,                0.40012,                 1.6115,                 1.1068,                0.96727,             0.00044538,             0.00044538,             0.00044538
                     52,                 1.5739,                 1.1014,                0.93707,                0.73049,                0.57854,                0.63559,                0.44136,                 1.5164,                  1.096,                0.94714,             0.00044247,             0.00044247,             0.00044247
                     53,                 1.5538,                 1.0804,                0.93426,                0.70527,                0.59945,                0.64396,                0.44126,                 1.5203,                 1.0581,                0.94935,             0.00043956,             0.00043956,             0.00043956
                     54,                 1.5386,                 1.0777,                0.93442,                0.71905,                 0.5947,                0.63424,                0.43867,                 1.5291,                 1.0753,                 0.9518,             0.00043665,             0.00043665,             0.00043665
                     55,                 1.5329,                 1.0733,                   0.93,                0.65613,                0.57043,                0.61972,                0.42675,                 1.5307,                 1.1118,                 0.9491,             0.00043374,             0.00043374,             0.00043374
                     56,                 1.5443,                 1.0688,                0.93816,                0.69699,                0.57429,                0.63553,                0.42304,                 1.5744,                 1.0781,                0.96008,             0.00043083,             0.00043083,             0.00043083
                     57,                  1.562,                   1.08,                0.94183,                0.69458,                0.60042,                0.64998,                0.45386,                 1.5012,                 1.0693,                0.94457,             0.00042792,             0.00042792,             0.00042792
                     58,                 1.5556,                 1.0585,                0.93727,                0.70341,                0.61332,                0.64488,                0.44777,                 1.5362,                 1.0665,                0.94847,             0.00042501,             0.00042501,             0.00042501
                     59,                  1.545,                 1.0538,                0.92611,                0.75184,                 0.5944,                0.66587,                0.46443,                 1.4835,                 1.0499,                0.94252,              0.0004221,              0.0004221,              0.0004221
                     60,                 1.4919,                 1.0138,                0.92284,                0.72853,                0.59724,                0.64708,                0.45349,                 1.5237,                 1.0639,                0.95306,             0.00041919,             0.00041919,             0.00041919
                     61,                 1.4925,                 1.0315,                0.93159,                0.80165,                0.58315,                0.66876,                0.46914,                 1.5112,                 1.0564,                 0.9454,             0.00041627,             0.00041627,             0.00041627
                     62,                 1.5287,                 1.0399,                0.93018,                0.74127,                0.57318,                0.65121,                0.44748,                 1.4959,                 1.0597,                 0.9422,             0.00041336,             0.00041336,             0.00041336
                     63,                  1.509,                 1.0342,                0.92986,                0.73429,                0.59801,                0.65386,                0.45768,                 1.4886,                 1.0514,                0.94109,             0.00041045,             0.00041045,             0.00041045
                     64,                  1.501,                 1.0294,                0.92739,                0.74791,                 0.6033,                0.65987,                0.45398,                 1.5145,                 1.0507,                 0.9457,             0.00040754,             0.00040754,             0.00040754
                     65,                 1.5489,                 1.0529,                0.93069,                0.74528,                0.60568,                0.66673,                0.46276,                 1.4981,                 1.0334,                0.94555,             0.00040463,             0.00040463,             0.00040463
                     66,                 1.5173,                 1.0402,                0.92846,                0.74029,                0.62476,                0.68183,                0.47355,                 1.4895,                0.99415,                0.94062,             0.00040172,             0.00040172,             0.00040172
                     67,                 1.5017,                 1.0163,                0.92484,                0.75607,                0.61354,                0.67478,                0.46146,                 1.4871,                 1.0226,                0.93967,             0.00039881,             0.00039881,             0.00039881
                     68,                 1.4977,                 1.0184,                0.92088,                0.78072,                0.60229,                0.66402,                0.44939,                 1.5703,                 1.0279,                 0.9527,              0.0003959,              0.0003959,              0.0003959
                     69,                 1.5062,                 1.0173,                0.92055,                0.74837,                0.61792,                0.68286,                0.48119,                  1.477,                0.99572,                0.93608,             0.00039299,             0.00039299,             0.00039299
                     70,                  1.469,                0.98452,                0.92287,                0.72612,                0.63225,                0.68737,                0.48398,                 1.4672,                0.98836,                0.93548,             0.00039008,             0.00039008,             0.00039008
                     71,                 1.5246,                 1.0188,                0.92823,                0.76582,                 0.6215,                0.68428,                0.48115,                 1.4843,                0.99501,                0.93732,             0.00038717,             0.00038717,             0.00038717
                     72,                 1.5292,                 1.0231,                0.92755,                 0.7536,                0.61806,                 0.6873,                0.47867,                 1.4621,                0.98474,                0.93306,             0.00038426,             0.00038426,             0.00038426
                     73,                 1.4903,                 1.0042,                0.92172,                0.77508,                0.61749,                 0.6871,                0.47446,                 1.4812,                0.97201,                0.94016,             0.00038135,             0.00038135,             0.00038135
                     74,                 1.4866,                0.98824,                0.91751,                0.75075,                0.62855,                0.68668,                0.47261,                 1.4718,                0.96678,                0.93648,             0.00037844,             0.00037844,             0.00037844
                     75,                 1.4994,                0.99936,                0.92004,                0.73918,                0.63972,                0.68719,                0.47596,                 1.4923,                0.99445,                0.93703,             0.00037553,             0.00037553,             0.00037553
                     76,                 1.4788,                0.98309,                0.91152,                 0.7534,                0.62835,                0.69152,                0.48172,                 1.4728,                 0.9859,                0.93549,             0.00037262,             0.00037262,             0.00037262
                     77,                 1.4683,                0.98142,                  0.918,                0.74561,                0.62327,                0.68711,                0.48156,                 1.4651,                0.98409,                0.93748,             0.00036971,             0.00036971,             0.00036971
                     78,                 1.4861,                0.98301,                 0.9215,                0.77745,                0.61975,                0.69135,                0.49525,                 1.4532,                0.95954,                0.93273,             0.00036679,             0.00036679,             0.00036679
                     79,                 1.5064,                 1.0032,                 0.9241,                0.77411,                0.61435,                 0.6964,                0.48349,                 1.4657,                0.94659,                0.93557,             0.00036388,             0.00036388,             0.00036388
                     80,                 1.4809,                0.98342,                0.92182,                0.76285,                0.62824,                0.69926,                0.48016,                 1.5022,                 0.9688,                0.94265,             0.00036097,             0.00036097,             0.00036097
                     81,                 1.4563,                0.96313,                0.91675,                0.74898,                0.63608,                0.70188,                0.49675,                 1.4405,                0.96189,                0.92757,             0.00035806,             0.00035806,             0.00035806
                     82,                 1.4631,                 0.9626,                0.91158,                 0.7768,                0.64517,                0.71013,                0.49102,                  1.466,                0.96256,                0.93559,             0.00035515,             0.00035515,             0.00035515
                     83,                 1.4932,                0.98634,                0.91804,                0.78112,                 0.6305,                0.69881,                0.49523,                 1.4458,                 0.9414,                0.93273,             0.00035224,             0.00035224,             0.00035224
                     84,                 1.4657,                0.96177,                0.91577,                0.73494,                0.64775,                0.69196,                0.48803,                 1.4601,                0.95186,                0.93411,             0.00034933,             0.00034933,             0.00034933
                     85,                 1.4514,                0.94437,                0.91132,                0.74974,                0.64962,                0.70251,                0.50429,                 1.4524,                0.94898,                0.93296,             0.00034642,             0.00034642,             0.00034642
                     86,                  1.454,                0.94431,                0.91073,                0.75914,                0.64667,                0.70508,                0.49034,                 1.4569,                0.97115,                0.93695,             0.00034351,             0.00034351,             0.00034351
                     87,                 1.4585,                0.95617,                 0.9142,                0.80331,                0.64252,                0.71564,                 0.5132,                 1.4298,                0.93037,                0.92799,              0.0003406,              0.0003406,              0.0003406
                     88,                 1.4589,                0.95566,                0.91077,                0.78112,                0.63264,                0.70118,                0.49598,                  1.437,                0.94949,                0.93112,             0.00033769,             0.00033769,             0.00033769
                     89,                 1.4589,                0.95148,                0.91223,                0.80163,                0.64419,                 0.7139,                0.49182,                 1.4676,                0.92959,                0.93507,             0.00033478,             0.00033478,             0.00033478
                     90,                 1.5066,                0.96053,                0.91776,                0.82183,                0.64995,                0.71973,                0.49279,                 1.4838,                0.94036,                0.94113,             0.00033187,             0.00033187,             0.00033187
                     91,                 1.4405,                0.93501,                0.90942,                0.79285,                0.65405,                0.72867,                 0.5238,                 1.4042,                0.90901,                0.92328,             0.00032896,             0.00032896,             0.00032896
                     92,                 1.4449,                0.93586,                0.90936,                0.76589,                0.64496,                0.70813,                0.50614,                 1.4374,                0.93302,                0.92714,             0.00032605,             0.00032605,             0.00032605
                     93,                 1.4291,                0.92364,                0.90955,                0.80677,                0.64353,                0.72255,                0.51355,                 1.4433,                 0.9336,                0.92888,             0.00032314,             0.00032314,             0.00032314
                     94,                 1.4692,                0.94211,                0.91194,                0.75525,                0.63625,                0.69773,                0.48744,                 1.4535,                0.95207,                0.93171,             0.00032022,             0.00032022,             0.00032022
                     95,                 1.4663,                0.95108,                0.91295,                0.78065,                0.67165,                0.72321,                 0.5146,                 1.4224,                0.90229,                0.92617,             0.00031731,             0.00031731,             0.00031731
                     96,                 1.4425,                0.93369,                0.90718,                0.80804,                0.65758,                0.72531,                0.51547,                 1.4231,                0.90334,                0.92765,              0.0003144,              0.0003144,              0.0003144
                     97,                 1.4443,                0.93204,                0.90965,                0.81407,                0.64221,                0.72309,                0.52083,                 1.4301,                0.91889,                0.92648,             0.00031149,             0.00031149,             0.00031149
                     98,                 1.4515,                0.93275,                0.90413,                0.78232,                0.65405,                0.72362,                0.52003,                 1.4239,                 0.9098,                0.92492,             0.00030858,             0.00030858,             0.00030858
                     99,                 1.4286,                0.92975,                0.91676,                0.77789,                0.66792,                0.72702,                0.50643,                 1.4494,                0.90843,                0.92872,             0.00030567,             0.00030567,             0.00030567
                    100,                 1.4509,                0.93675,                0.90794,                0.77593,                 0.6611,                0.72037,                 0.4949,                 1.4714,                 0.9202,                0.93653,             0.00030276,             0.00030276,             0.00030276
                    101,                 1.4331,                  0.908,                0.90668,                0.79438,                 0.6704,                0.72918,                0.50945,                 1.4552,                0.90412,                0.92906,             0.00029985,             0.00029985,             0.00029985
                    102,                 1.4546,                0.92002,                0.91094,                0.83529,                 0.6632,                 0.7392,                0.52843,                 1.4258,                0.89032,                0.92669,             0.00029694,             0.00029694,             0.00029694
                    103,                 1.4515,                0.92529,                0.91037,                0.79231,                0.66945,                0.73858,                0.52446,                 1.3972,                0.88807,                0.92221,             0.00029403,             0.00029403,             0.00029403
                    104,                 1.4205,                0.91452,                0.90363,                0.81391,                0.67817,                0.73658,                0.52502,                 1.3992,                0.87458,                0.92143,             0.00029112,             0.00029112,             0.00029112
                    105,                 1.4134,                0.89479,                0.90402,                 0.8229,                0.66142,                0.73651,                0.52376,                 1.4095,                0.88649,                0.92064,             0.00028821,             0.00028821,             0.00028821
                    106,                 1.4307,                 0.9169,                0.90288,                0.79925,                 0.6811,                0.73868,                0.52311,                 1.4117,                0.87844,                0.92388,              0.0002853,              0.0002853,              0.0002853
                    107,                 1.4235,                0.90056,                0.90473,                0.80056,                0.65669,                0.73397,                0.52703,                 1.4081,                0.88568,                0.92563,             0.00028239,             0.00028239,             0.00028239
                    108,                 1.4338,                0.91685,                0.90778,                 0.8278,                0.66216,                 0.7374,                0.50916,                 1.4839,                0.89723,                0.93906,             0.00027948,             0.00027948,             0.00027948
                    109,                 1.4508,                0.91149,                0.90527,                0.79782,                 0.6778,                0.73968,                0.53036,                 1.4021,                0.87593,                0.92118,             0.00027657,             0.00027657,             0.00027657
                    110,                 1.3928,                0.88738,                0.89839,                 0.8099,                0.66011,                0.73242,                0.52053,                 1.4098,                0.87939,                0.92236,             0.00027366,             0.00027366,             0.00027366
                    111,                 1.4202,                0.89702,                0.90305,                0.81082,                0.64849,                0.72736,                0.51255,                 1.4255,                0.89629,                0.92275,             0.00027074,             0.00027074,             0.00027074
                    112,                 1.4066,                0.89756,                0.90359,                0.79394,                0.67772,                0.73891,                0.52267,                 1.4112,                 0.8825,                0.92015,             0.00026783,             0.00026783,             0.00026783
                    113,                 1.4312,                0.89903,                0.90732,                0.79763,                0.67664,                0.73784,                0.52583,                 1.4185,                0.87076,                0.92151,             0.00026492,             0.00026492,             0.00026492
                    114,                 1.4373,                0.90986,                0.90504,                   0.81,                0.67179,                0.74735,                0.52898,                  1.404,                0.88386,                0.91981,             0.00026201,             0.00026201,             0.00026201
                    115,                 1.4215,                0.89325,                0.90116,                 0.8249,                0.68244,                0.75488,                0.53081,                 1.4069,                 0.8857,                0.92264,              0.0002591,              0.0002591,              0.0002591
                    116,                  1.397,                0.88598,                0.90605,                0.79797,                0.67559,                0.74612,                0.53044,                 1.4006,                0.86702,                0.92337,             0.00025619,             0.00025619,             0.00025619
                    117,                 1.4068,                0.89354,                0.90072,                0.80123,                0.67767,                0.73945,                 0.5214,                 1.4218,                0.88267,                 0.9254,             0.00025328,             0.00025328,             0.00025328
                    118,                 1.3922,                0.87987,                0.89991,                0.81195,                0.67263,                0.73593,                0.53318,                  1.387,                0.84935,                0.91642,             0.00025037,             0.00025037,             0.00025037
                    119,                 1.3984,                0.89332,                0.89842,                0.81735,                0.66771,                0.74035,                0.52567,                 1.4095,                0.88011,                0.92505,             0.00024746,             0.00024746,             0.00024746
                    120,                  1.417,                0.89172,                0.89738,                0.80808,                 0.6744,                0.74495,                 0.5328,                 1.3782,                0.84985,                0.91661,             0.00024455,             0.00024455,             0.00024455
                    121,                  1.416,                0.89379,                 0.9003,                0.83215,                0.66184,                0.73126,                0.51401,                 1.4193,                0.88867,                 0.9234,             0.00024164,             0.00024164,             0.00024164
                    122,                  1.405,                0.89285,                0.90385,                0.84525,                0.67421,                0.75194,                0.53603,                 1.3897,                0.84504,                0.91783,             0.00023873,             0.00023873,             0.00023873
                    123,                 1.4064,                0.88061,                0.89789,                0.78907,                0.68637,                0.75163,                0.53797,                 1.3925,                0.86724,                0.91702,             0.00023582,             0.00023582,             0.00023582
                    124,                 1.4028,                0.88487,                0.90114,                0.81844,                0.67781,                 0.7493,                 0.5339,                 1.3861,                0.86456,                0.91681,             0.00023291,             0.00023291,             0.00023291
                    125,                 1.3981,                 0.8758,                0.89858,                0.81658,                0.67808,                0.75047,                0.54639,                 1.3665,                0.83936,                0.91404,                0.00023,                0.00023,                0.00023
                    126,                 1.4019,                  0.875,                0.89644,                0.83822,                 0.6717,                0.75321,                0.54405,                 1.3792,                0.85304,                0.91598,             0.00022709,             0.00022709,             0.00022709
                    127,                 1.3724,                0.86291,                0.89604,                0.85723,                0.67329,                0.75778,                0.54908,                 1.3668,                0.84231,                0.91334,             0.00022417,             0.00022417,             0.00022417
                    128,                 1.3914,                0.86822,                0.89623,                0.82772,                0.68146,                0.75325,                 0.5344,                 1.3792,                 0.8485,                0.91779,             0.00022126,             0.00022126,             0.00022126
                    129,                 1.3846,                0.87262,                0.89664,                0.80517,                0.69233,                0.75499,                0.54043,                 1.3787,                0.84761,                0.91626,             0.00021835,             0.00021835,             0.00021835
                    130,                 1.3934,                0.87893,                0.90037,                0.79617,                0.70129,                0.74473,                0.54228,                 1.3734,                0.83859,                0.91314,             0.00021544,             0.00021544,             0.00021544
                    131,                 1.3678,                0.84769,                0.89634,                0.84216,                0.68911,                0.75725,                0.55322,                 1.3596,                0.84014,                0.91137,             0.00021253,             0.00021253,             0.00021253
                    132,                 1.3939,                0.86313,                0.89784,                0.80624,                0.69605,                0.74978,                0.54533,                 1.3646,                0.83485,                0.91335,             0.00020962,             0.00020962,             0.00020962
                    133,                 1.3827,                0.86311,                0.89856,                0.83435,                 0.6923,                0.75987,                0.54837,                 1.3632,                0.82907,                0.91157,             0.00020671,             0.00020671,             0.00020671
                    134,                 1.3752,                0.85751,                0.89745,                0.83007,                 0.7043,                0.75912,                 0.5485,                 1.3671,                0.82938,                0.91371,              0.0002038,              0.0002038,              0.0002038
                    135,                 1.3759,                0.86029,                0.89202,                0.81282,                0.70639,                0.76385,                0.54724,                 1.3719,                0.83288,                0.91296,             0.00020089,             0.00020089,             0.00020089
                    136,                 1.3726,                0.84182,                0.89614,                0.82491,                0.70278,                0.76223,                0.55205,                 1.3557,                0.82595,                0.91017,             0.00019798,             0.00019798,             0.00019798
                    137,                 1.3703,                0.86037,                0.89505,                0.82847,                0.68705,                0.76026,                0.54895,                 1.3575,                0.82787,                0.91048,             0.00019507,             0.00019507,             0.00019507
                    138,                 1.3794,                0.84944,                0.89281,                0.81815,                0.70804,                0.76541,                0.55267,                 1.3577,                0.82183,                0.91172,             0.00019216,             0.00019216,             0.00019216
                    139,                 1.3529,                0.84168,                0.89068,                0.83535,                0.69896,                0.76229,                0.55067,                 1.3581,                0.81247,                0.90994,             0.00018925,             0.00018925,             0.00018925
                    140,                 1.3458,                0.83681,                0.88819,                0.82861,                0.69707,                0.75837,                0.54132,                  1.373,                0.83364,                0.91339,             0.00018634,             0.00018634,             0.00018634
                    141,                 1.3677,                0.85974,                0.89567,                0.82861,                0.68928,                0.75508,                0.55015,                 1.3442,                0.82547,                0.91074,             0.00018343,             0.00018343,             0.00018343
                    142,                 1.3813,                0.86009,                0.89327,                0.83956,                0.70041,                0.76332,                0.55577,                 1.3414,                0.83498,                0.90985,             0.00018052,             0.00018052,             0.00018052
                    143,                 1.3709,                0.84274,                0.89623,                0.80457,                0.70153,                0.75737,                0.54502,                  1.373,                0.82638,                0.91487,             0.00017761,             0.00017761,             0.00017761
                    144,                  1.374,                0.85463,                0.89343,                0.81454,                0.70308,                0.76382,                0.54916,                 1.3684,                0.82822,                0.91403,             0.00017469,             0.00017469,             0.00017469
                    145,                 1.3794,                0.85423,                0.89523,                0.81323,                0.70598,                0.76002,                0.53205,                 1.3863,                0.82499,                0.91607,             0.00017178,             0.00017178,             0.00017178
                    146,                 1.3574,                0.84009,                0.89178,                0.80345,                0.72663,                0.77363,                0.55564,                 1.3541,                0.80977,                0.91077,             0.00016887,             0.00016887,             0.00016887
                    147,                 1.3657,                0.85119,                0.89201,                 0.8151,                0.71426,                 0.7664,                 0.5573,                 1.3428,                0.80451,                0.90878,             0.00016596,             0.00016596,             0.00016596
                    148,                 1.3671,                0.84851,                0.89141,                0.82582,                0.70697,                0.77016,                0.55472,                 1.3456,                0.80779,                0.90942,             0.00016305,             0.00016305,             0.00016305
                    149,                 1.3584,                0.83917,                0.89368,                0.80271,                0.70672,                0.75419,                0.54517,                 1.3425,                0.81856,                0.90799,             0.00016014,             0.00016014,             0.00016014
                    150,                 1.3439,                0.82744,                0.88994,                0.83096,                0.70856,                0.77002,                0.55754,                 1.3433,                0.81411,                0.90818,             0.00015723,             0.00015723,             0.00015723
                    151,                  1.384,                  0.847,                0.89675,                0.84881,                0.70516,                0.77464,                0.56424,                 1.3359,                 0.8096,                0.90644,             0.00015432,             0.00015432,             0.00015432
                    152,                 1.3519,                0.82908,                0.88805,                0.83962,                0.71486,                0.77645,                0.55713,                 1.3626,                0.81013,                0.91021,             0.00015141,             0.00015141,             0.00015141
                    153,                 1.3453,                0.82481,                0.89054,                0.85506,                0.69655,                0.77437,                0.56281,                 1.3407,                0.80298,                0.90809,              0.0001485,              0.0001485,              0.0001485
                    154,                 1.3535,                0.83713,                0.88817,                0.81964,                0.71824,                0.77346,                0.55561,                 1.3399,                0.80065,                0.90786,             0.00014559,             0.00014559,             0.00014559
                    155,                 1.3492,                0.83544,                0.88697,                0.83398,                0.71543,                0.77364,                0.56359,                 1.3343,                0.79876,                0.90537,             0.00014268,             0.00014268,             0.00014268
