                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    149,                 1.4107,                 0.8794,                0.88735,                 0.7817,                0.58419,                0.66949,                0.46115,                 1.4319,                0.86579,                0.89413,             0.00016014,             0.00016014,             0.00016014
                    150,                 1.3857,                0.86518,                0.88286,                0.77915,                0.59144,                0.67075,                0.46829,                 1.4079,                0.86419,                0.89324,             0.00015723,             0.00015723,             0.00015723
                    151,                 1.4367,                0.88744,                0.89014,                0.82652,                 0.5781,                0.67129,                0.47379,                 1.4091,                 0.8647,                 0.8929,             0.00015432,             0.00015432,             0.00015432
                    152,                 1.4047,                0.86823,                0.88336,                0.77121,                0.60895,                0.67635,                0.47066,                  1.424,                0.86243,                0.89535,             0.00015141,             0.00015141,             0.00015141
                    153,                 1.3971,                0.86833,                0.88408,                0.79799,                0.59917,                0.67614,                 0.4729,                 1.4064,                0.86012,                0.89188,              0.0001485,              0.0001485,              0.0001485
                    154,                  1.408,                0.87427,                 0.8832,                0.81108,                0.59569,                0.67514,                0.47284,                 1.4125,                0.85188,                0.89263,             0.00014559,             0.00014559,             0.00014559
                    155,                  1.407,                0.87322,                0.88343,                0.80644,                0.59053,                0.67561,                0.46926,                 1.4077,                0.84745,                0.89182,             0.00014268,             0.00014268,             0.00014268
                    156,                 1.3805,                0.86164,                 0.8841,                 0.7921,                0.60616,                0.67934,                0.47685,                 1.3975,                0.85202,                0.89081,             0.00013977,             0.00013977,             0.00013977
                    157,                 1.3869,                0.86333,                0.88305,                0.80598,                0.60409,                 0.6833,                0.48367,                 1.3844,                0.84108,                0.88816,             0.00013686,             0.00013686,             0.00013686
                    158,                 1.3558,                0.84622,                0.87971,                0.79854,                0.59933,                0.67657,                0.47174,                 1.4117,                0.85599,                0.89201,             0.00013395,             0.00013395,             0.00013395
                    159,                 1.3811,                0.85868,                0.87935,                0.81949,                0.59743,                 0.6796,                0.47486,                 1.4076,                0.84896,                0.89322,             0.00013104,             0.00013104,             0.00013104
                    160,                 1.3888,                0.85936,                0.88093,                0.81429,                0.60064,                0.68026,                0.47735,                 1.3921,                0.86075,                0.89021,             0.00012813,             0.00012813,             0.00012813
                    161,                 1.3855,                0.87284,                0.88316,                0.80886,                0.60206,                0.68276,                0.47534,                 1.4144,                 0.8453,                0.89437,             0.00012521,             0.00012521,             0.00012521
                    162,                 1.3965,                 0.8623,                0.88335,                0.84759,                0.58888,                0.68309,                0.47603,                 1.4107,                0.84955,                0.89246,              0.0001223,              0.0001223,              0.0001223
                    163,                 1.3921,                0.86483,                0.88309,                 0.8051,                0.60023,                0.68265,                0.47205,                 1.4097,                0.84404,                0.89189,             0.00011939,             0.00011939,             0.00011939
                    164,                 1.3575,                0.84108,                0.87836,                0.77675,                0.61567,                0.68031,                0.47398,                 1.4208,                0.86212,                0.89491,             0.00011648,             0.00011648,             0.00011648
                    165,                 1.3713,                0.84608,                0.88052,                0.82478,                0.59175,                0.67984,                0.47662,                 1.4018,                0.84779,                0.89076,             0.00011357,             0.00011357,             0.00011357
                    166,                 1.3887,                0.85543,                0.88112,                0.82524,                0.60228,                0.68559,                0.48284,                 1.3893,                0.84149,                0.88856,             0.00011066,             0.00011066,             0.00011066
                    167,                 1.3865,                0.84914,                0.88079,                0.79609,                0.60434,                 0.6804,                0.47826,                 1.3905,                0.83481,                0.89031,             0.00010775,             0.00010775,             0.00010775
                    168,                 1.3694,                0.84631,                0.88364,                0.79975,                0.60129,                0.67851,                0.47054,                 1.3985,                0.84632,                 0.8909,             0.00010484,             0.00010484,             0.00010484
                    169,                 1.3916,                0.86056,                0.88235,                0.81722,                0.59336,                0.67875,                 0.4766,                 1.3956,                0.84002,                 0.8896,             0.00010193,             0.00010193,             0.00010193
                    170,                 1.3603,                0.84164,                0.87725,                0.81149,                0.59351,                0.67575,                0.46916,                  1.399,                0.85032,                0.88967,             9.9019e-05,             9.9019e-05,             9.9019e-05
                    171,                 1.4043,                0.86526,                0.87977,                0.81178,                0.61649,                0.68836,                0.48155,                 1.4101,                0.83156,                0.89058,             9.6109e-05,             9.6109e-05,             9.6109e-05
                    172,                 1.3951,                0.86973,                0.88521,                0.82725,                0.60345,                0.68549,                0.47578,                 1.3944,                0.83902,                 0.8887,             9.3198e-05,             9.3198e-05,             9.3198e-05
                    173,                 1.3864,                0.85512,                0.87861,                0.81109,                0.60835,                0.68507,                0.47586,                 1.3995,                0.83754,                0.88947,             9.0287e-05,             9.0287e-05,             9.0287e-05
                    174,                 1.3736,                0.84887,                0.88133,                 0.8222,                0.59114,                0.68101,                0.47834,                 1.3946,                0.84237,                0.88927,             8.7377e-05,             8.7377e-05,             8.7377e-05
                    175,                 1.3597,                0.84394,                 0.8754,                0.84682,                0.58308,                0.68005,                0.47942,                 1.3823,                0.83482,                0.88777,             8.4466e-05,             8.4466e-05,             8.4466e-05
                    176,                 1.3622,                0.83971,                0.87868,                0.80998,                0.60413,                0.68387,                0.48476,                 1.3754,                0.83038,                0.88581,             8.1556e-05,             8.1556e-05,             8.1556e-05
                    177,                 1.3686,                 0.8408,                0.87528,                  0.826,                   0.59,                0.68253,                0.47798,                 1.3909,                0.83913,                0.88838,             7.8645e-05,             7.8645e-05,             7.8645e-05
                    178,                 1.3769,                0.85377,                0.88008,                0.79845,                0.62542,                0.68987,                0.48733,                 1.3846,                  0.827,                 0.8883,             7.5734e-05,             7.5734e-05,             7.5734e-05
                    179,                 1.3611,                0.83554,                 0.8813,                0.81537,                 0.6095,                0.68972,                0.48799,                 1.3737,                0.82362,                0.88638,             7.2824e-05,             7.2824e-05,             7.2824e-05
                    180,                 1.3837,                0.85084,                0.87918,                 0.7983,                0.60243,                 0.6825,                 0.4831,                  1.384,                 0.8356,                0.88821,             6.9913e-05,             6.9913e-05,             6.9913e-05
                    181,                 1.3516,                 0.8317,                 0.8798,                0.82175,                 0.6035,                0.69161,                0.48777,                  1.376,                0.82304,                0.88613,             6.7003e-05,             6.7003e-05,             6.7003e-05
                    182,                 1.3741,                0.83699,                0.87915,                0.84882,                0.59139,                0.68892,                0.48269,                 1.3918,                 0.8312,                0.88809,             6.4092e-05,             6.4092e-05,             6.4092e-05
                    183,                 1.3583,                 0.8343,                0.87758,                0.79946,                0.61816,                0.68932,                0.48489,                 1.3813,                0.82835,                0.88612,             6.1181e-05,             6.1181e-05,             6.1181e-05
                    184,                 1.3742,                0.83848,                0.87717,                0.80878,                0.61547,                0.68913,                 0.4833,                   1.39,                0.82588,                0.88748,             5.8271e-05,             5.8271e-05,             5.8271e-05
                    185,                  1.343,                0.82741,                0.87552,                0.78345,                0.63159,                0.69332,                0.48798,                 1.3786,                0.82446,                0.88632,              5.536e-05,              5.536e-05,              5.536e-05
                    186,                 1.3355,                 0.8322,                0.87772,                0.83436,                0.61288,                0.69149,                0.48251,                  1.396,                0.82801,                0.88894,              5.245e-05,              5.245e-05,              5.245e-05
                    187,                 1.3417,                0.82654,                0.87578,                0.82144,                0.61857,                0.69368,                0.48308,                 1.3975,                0.82607,                0.88964,             4.9539e-05,             4.9539e-05,             4.9539e-05
                    188,                 1.3586,                0.83942,                 0.8779,                0.81226,                0.62252,                0.69663,                0.49427,                 1.3678,                0.81938,                0.88576,             4.6628e-05,             4.6628e-05,             4.6628e-05
                    189,                 1.3434,                0.82964,                0.87548,                  0.812,                0.62155,                 0.6978,                0.49129,                 1.3707,                0.81714,                0.88534,             4.3718e-05,             4.3718e-05,             4.3718e-05
                    190,                 1.3688,                0.84122,                0.87758,                0.80251,                0.62782,                0.70054,                0.49395,                 1.3684,                0.81703,                0.88454,             4.0807e-05,             4.0807e-05,             4.0807e-05
                    191,                 1.4444,                 0.9302,                 0.8824,                0.80348,                0.62075,                0.69562,                0.49314,                 1.3689,                0.83081,                0.88544,             3.7897e-05,             3.7897e-05,             3.7897e-05
                    192,                 1.3764,                0.85045,                0.87463,                0.81307,                0.60067,                0.68606,                0.48174,                 1.3831,                 0.8483,                0.88964,             3.4986e-05,             3.4986e-05,             3.4986e-05
                    193,                 1.3773,                0.84136,                0.87962,                0.80342,                 0.6064,                0.68344,                0.48111,                 1.3841,                0.85026,                0.88877,             3.2075e-05,             3.2075e-05,             3.2075e-05
                    194,                  1.342,                0.82339,                0.87003,                0.79287,                0.61286,                0.68505,                0.47868,                   1.39,                0.85538,                0.88992,             2.9165e-05,             2.9165e-05,             2.9165e-05
                    195,                 1.3723,                 0.8342,                0.87428,                0.80345,                 0.6138,                0.68944,                0.48128,                 1.3885,                0.85051,                0.88901,             2.6254e-05,             2.6254e-05,             2.6254e-05
                    196,                 1.3681,                0.83303,                0.87406,                0.80377,                0.61552,                0.68843,                0.48332,                 1.3864,                0.84732,                 0.8883,             2.3344e-05,             2.3344e-05,             2.3344e-05
                    197,                 1.3638,                0.83448,                0.87436,                0.81912,                0.60936,                0.68968,                0.48287,                 1.3897,                0.84761,                  0.889,             2.0433e-05,             2.0433e-05,             2.0433e-05
                    198,                 1.3483,                0.81751,                0.87167,                0.81455,                 0.6132,                0.69192,                  0.483,                 1.3901,                0.84078,                0.88785,             1.7522e-05,             1.7522e-05,             1.7522e-05
                    199,                 1.3612,                0.82807,                0.87362,                0.81392,                0.61711,                0.69197,                0.48404,                 1.3837,                0.83954,                0.88727,             1.4612e-05,             1.4612e-05,             1.4612e-05
                    200,                 1.3631,                0.82491,                0.87182,                0.80191,                0.62118,                0.69156,                0.48419,                 1.3838,                0.83799,                 0.8875,             1.1701e-05,             1.1701e-05,             1.1701e-05
