                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     26,                 1.7604,                  1.364,                0.95841,                0.52493,                0.32505,                0.36475,                0.23795,                 1.7271,                 1.3343,                0.96128,             0.00044829,             0.00044829,             0.00044829
                     27,                 1.7776,                 1.3568,                0.96336,                0.51741,                0.29638,                0.32151,                0.18802,                  1.909,                 1.4363,                0.99453,             0.00044247,             0.00044247,             0.00044247
                     28,                 1.7806,                 1.3603,                0.96236,                0.51727,                0.36323,                0.39119,                0.25648,                 1.6964,                 1.2925,                0.95098,             0.00043665,             0.00043665,             0.00043665
                     29,                 1.7489,                 1.3258,                0.95535,                0.57536,                0.35222,                0.39898,                0.26062,                 1.7087,                 1.2799,                0.95457,             0.00043083,             0.00043083,             0.00043083
                     30,                 1.7354,                  1.317,                0.96184,                0.49635,                0.33972,                 0.3834,                0.25449,                 1.7028,                 1.3393,                0.95849,             0.00042501,             0.00042501,             0.00042501
                     31,                 1.7331,                 1.3103,                0.95932,                0.59605,                0.31803,                 0.3955,                0.25249,                 1.7272,                 1.3517,                0.95919,             0.00041919,             0.00041919,             0.00041919
                     32,                 1.7246,                 1.3059,                0.95214,                0.51734,                0.38228,                0.41826,                  0.267,                 1.7204,                 1.2732,                0.95395,             0.00041336,             0.00041336,             0.00041336
                     33,                 1.7061,                 1.2799,                0.95521,                0.55496,                0.38254,                0.40902,                0.26847,                 1.6858,                 1.3701,                0.95008,             0.00040754,             0.00040754,             0.00040754
                     34,                 1.7259,                 1.2696,                0.94613,                0.48534,                 0.4088,                0.42729,                0.28567,                 1.6712,                 1.2366,                0.94865,             0.00040172,             0.00040172,             0.00040172
                     35,                 1.6654,                 1.2387,                0.94413,                0.57322,                0.38275,                0.45333,                 0.2982,                 1.6433,                 1.2161,                0.94294,              0.0003959,              0.0003959,              0.0003959
                     36,                 1.6848,                 1.2376,                0.94696,                0.56893,                0.41273,                0.44022,                0.28701,                 1.6769,                 1.2654,                0.94729,             0.00039008,             0.00039008,             0.00039008
                     37,                 1.7047,                  1.256,                0.94852,                0.57379,                0.41005,                0.43906,                0.28944,                 1.6623,                 1.2387,                0.94537,             0.00038426,             0.00038426,             0.00038426
                     38,                 1.6814,                 1.2395,                0.94712,                0.47599,                0.45434,                0.47175,                0.30736,                 1.6946,                  1.221,                0.95354,             0.00037844,             0.00037844,             0.00037844
                     39,                  1.699,                 1.2291,                0.94714,                0.53053,                0.40022,                0.45391,                0.29506,                 1.6769,                 1.2101,                0.94946,             0.00037262,             0.00037262,             0.00037262
                     40,                 1.6646,                 1.2074,                0.94319,                0.55645,                0.44713,                0.48036,                0.31063,                 1.6822,                 1.2025,                0.94822,             0.00036679,             0.00036679,             0.00036679
                     41,                 1.6602,                 1.2131,                0.94033,                0.61392,                0.44729,                0.48679,                0.31762,                  1.646,                 1.1977,                0.93978,             0.00036097,             0.00036097,             0.00036097
                     42,                 1.6622,                 1.1968,                0.93849,                  0.582,                0.43881,                0.47701,                 0.3069,                 1.6633,                 1.2116,                0.94415,             0.00035515,             0.00035515,             0.00035515
                     43,                 1.6759,                 1.2068,                0.94059,                0.65441,                0.42961,                0.48914,                0.30375,                 1.7635,                  1.207,                0.96194,             0.00034933,             0.00034933,             0.00034933
                     44,                 1.6751,                 1.1862,                0.94064,                0.61092,                0.44227,                0.48839,                0.31788,                 1.6716,                 1.1679,                0.94888,             0.00034351,             0.00034351,             0.00034351
                     45,                 1.6606,                 1.1904,                0.93983,                0.56905,                0.45111,                0.49632,                0.32796,                 1.6205,                 1.1558,                0.93535,             0.00033769,             0.00033769,             0.00033769
                     46,                 1.6809,                 1.2179,                0.93697,                0.53761,                0.45696,                 0.4841,                0.31611,                 1.6345,                 1.1749,                0.93802,             0.00033187,             0.00033187,             0.00033187
                     47,                 1.6584,                 1.1777,                0.93349,                0.59111,                 0.4777,                0.50664,                0.33579,                 1.6131,                 1.1353,                0.93535,             0.00032605,             0.00032605,             0.00032605
                     48,                 1.6432,                 1.1673,                0.93352,                0.57249,                0.47546,                0.51119,                0.33621,                 1.6118,                 1.1505,                0.93645,             0.00032022,             0.00032022,             0.00032022
                     49,                 1.6491,                 1.1644,                0.93706,                0.58499,                 0.4451,                 0.5034,                0.33828,                 1.6168,                 1.1232,                0.93627,              0.0003144,              0.0003144,              0.0003144
                     50,                 1.6343,                 1.1532,                0.93281,                0.60497,                0.43602,                0.50107,                0.33463,                  1.588,                 1.0967,                0.93085,             0.00030858,             0.00030858,             0.00030858
                     51,                 1.6349,                 1.1534,                0.93129,                0.58103,                0.47516,                 0.5085,                 0.3388,                 1.6398,                 1.1453,                0.93462,             0.00030276,             0.00030276,             0.00030276
                     52,                 1.6382,                 1.1585,                0.93097,                0.63128,                0.47639,                0.52864,                0.35574,                 1.6033,                 1.1268,                0.93378,             0.00029694,             0.00029694,             0.00029694
                     53,                 1.6175,                 1.1368,                0.92468,                0.62342,                0.47494,                0.54204,                0.35734,                 1.5851,                 1.1107,                0.92876,             0.00029112,             0.00029112,             0.00029112
                     54,                 1.5919,                 1.1167,                0.92659,                0.55754,                0.48872,                0.52429,                0.35207,                 1.5789,                 1.1241,                0.92805,              0.0002853,              0.0002853,              0.0002853
                     55,                 1.5918,                 1.1153,                0.92361,                0.66726,                0.46677,                0.53095,                0.35494,                 1.5821,                 1.1158,                0.92864,             0.00027948,             0.00027948,             0.00027948
                     56,                 1.5908,                 1.1142,                0.92766,                0.67079,                0.47651,                0.53514,                0.35317,                 1.6391,                 1.1006,                 0.9354,             0.00027366,             0.00027366,             0.00027366
                     57,                 1.6144,                 1.1272,                 0.9335,                0.62404,                0.49835,                0.54304,                0.36256,                  1.604,                 1.0895,                 0.9309,             0.00026783,             0.00026783,             0.00026783
                     58,                 1.5896,                 1.0994,                 0.9248,                0.64617,                0.48578,                0.54481,                0.36847,                 1.5631,                  1.078,                0.92411,             0.00026201,             0.00026201,             0.00026201
                     59,                 1.5942,                 1.0965,                0.91835,                 0.6178,                0.50074,                0.55234,                 0.3728,                 1.5654,                 1.1077,                0.92742,             0.00025619,             0.00025619,             0.00025619
                     60,                 1.5421,                 1.0541,                0.91737,                0.62388,                0.50449,                0.55104,                0.36513,                 1.6171,                 1.0951,                0.93285,             0.00025037,             0.00025037,             0.00025037
                     61,                 1.5468,                 1.0799,                0.92331,                0.62355,                0.53256,                0.56845,                0.37607,                 1.5739,                  1.065,                0.92452,             0.00024455,             0.00024455,             0.00024455
                     62,                 1.5839,                 1.0846,                0.91951,                0.67114,                0.51391,                0.56709,                0.36589,                 1.6257,                 1.0735,                0.93508,             0.00023873,             0.00023873,             0.00023873
                     63,                 1.5675,                 1.0785,                0.92326,                0.62841,                0.49957,                0.55692,                0.37653,                 1.5666,                 1.0625,                 0.9234,             0.00023291,             0.00023291,             0.00023291
                     64,                 1.5602,                 1.0748,                0.91773,                 0.6505,                0.52294,                0.57204,                0.38148,                 1.5693,                 1.0614,                0.92428,             0.00022709,             0.00022709,             0.00022709
                     65,                 1.5906,                  1.081,                0.92245,                0.66632,                0.52659,                0.57496,                0.38915,                 1.5553,                 1.0468,                0.92084,             0.00022126,             0.00022126,             0.00022126
                     66,                 1.5717,                 1.0822,                0.92079,                0.64987,                0.53151,                0.57501,                0.38529,                 1.5735,                 1.0491,                0.92468,             0.00021544,             0.00021544,             0.00021544
                     67,                 1.5527,                 1.0608,                0.91925,                0.68834,                0.50405,                0.56934,                0.37548,                 1.5829,                 1.0492,                0.92459,             0.00020962,             0.00020962,             0.00020962
                     68,                 1.5591,                 1.0611,                0.91373,                0.65381,                 0.5262,                 0.5803,                0.38707,                 1.5836,                 1.0431,                0.92277,              0.0002038,              0.0002038,              0.0002038
                     69,                 1.5675,                 1.0626,                0.91744,                0.68239,                0.51806,                 0.5898,                0.40282,                 1.5344,                 1.0237,                0.91644,             0.00019798,             0.00019798,             0.00019798
                     70,                  1.527,                 1.0363,                0.91517,                0.71255,                0.53464,                0.59077,                0.40154,                 1.5453,                 1.0384,                   0.92,             0.00019216,             0.00019216,             0.00019216
                     71,                 1.5674,                 1.0571,                0.92058,                0.66579,                0.53249,                0.58914,                0.39596,                  1.549,                 1.0277,                0.92066,             0.00018634,             0.00018634,             0.00018634
                     72,                 1.5615,                 1.0543,                0.91708,                 0.6787,                  0.519,                 0.5792,                0.38314,                 1.5632,                 1.0633,                0.92368,             0.00018052,             0.00018052,             0.00018052
                     73,                 1.5421,                 1.0537,                  0.914,                0.72877,                0.50032,                0.57709,                0.38634,                  1.579,                 1.0379,                0.92527,             0.00017469,             0.00017469,             0.00017469
                     74,                 1.5485,                 1.0479,                0.91284,                0.71399,                0.52256,                0.58751,                0.39841,                 1.5491,                 1.0156,                 0.9184,             0.00016887,             0.00016887,             0.00016887
                     75,                 1.5497,                 1.0438,                0.91404,                0.63973,                0.54626,                0.59528,                0.40251,                 1.5359,                 1.0062,                0.91692,             0.00016305,             0.00016305,             0.00016305
                     76,                 1.5369,                 1.0384,                0.90734,                0.66531,                0.54033,                0.59851,                0.40524,                 1.5303,                   1.01,                0.91459,             0.00015723,             0.00015723,             0.00015723
                     77,                  1.519,                 1.0275,                0.91229,                0.71966,                0.52652,                0.59603,                0.40742,                 1.5049,                 1.0031,                0.91163,             0.00015141,             0.00015141,             0.00015141
                     78,                  1.517,                 1.0216,                0.91308,                0.70264,                0.52945,                0.59688,                0.40689,                 1.5221,                0.99555,                 0.9122,             0.00014559,             0.00014559,             0.00014559
                     79,                 1.5471,                 1.0497,                0.91111,                0.67042,                0.54489,                0.58898,                0.40324,                 1.5081,                0.99488,                0.91082,             0.00013977,             0.00013977,             0.00013977
                     80,                 1.5225,                 1.0302,                0.91275,                0.70216,                0.54726,                0.59572,                0.40879,                 1.5047,                0.99699,                0.91064,             0.00013395,             0.00013395,             0.00013395
                     81,                 1.5108,                 1.0116,                0.90958,                0.72717,                0.53145,                0.59554,                0.40965,                 1.5089,                0.99639,                 0.9106,             0.00012813,             0.00012813,             0.00012813
                     82,                 1.5145,                 1.0149,                0.90699,                0.70895,                0.51955,                0.59676,                0.40704,                 1.5384,                0.98802,                0.91417,              0.0001223,              0.0001223,              0.0001223
                     83,                 1.5443,                 1.0291,                 0.9094,                0.69058,                0.52905,                0.59625,                0.40666,                  1.521,                0.97702,                0.91129,             0.00011648,             0.00011648,             0.00011648
                     84,                 1.5201,                 1.0124,                0.90996,                0.68917,                0.54408,                0.60507,                0.42047,                 1.4931,                0.97179,                0.90784,             0.00011066,             0.00011066,             0.00011066
                     85,                 1.5049,                0.99856,                0.90343,                0.71914,                0.53832,                0.61284,                 0.4211,                 1.4966,                0.98741,                 0.9091,             0.00010484,             0.00010484,             0.00010484
                     86,                 1.4966,                0.99003,                0.90037,                0.70629,                0.54471,                0.61194,                0.41706,                 1.5035,                0.97709,                0.90958,             9.9019e-05,             9.9019e-05,             9.9019e-05
                     87,                  1.516,                 1.0132,                 0.9084,                 0.6609,                0.56455,                0.60701,                 0.4155,                 1.5104,                0.97095,                0.90847,             9.3198e-05,             9.3198e-05,             9.3198e-05
                     88,                 1.4951,                 1.0051,                0.90221,                0.71993,                0.54615,                0.61449,                0.42515,                 1.4886,                0.98031,                0.90799,             8.7377e-05,             8.7377e-05,             8.7377e-05
                     89,                 1.5116,                 1.0038,                 0.9052,                0.72262,                0.53676,                0.60859,                0.41786,                 1.5094,                0.97808,                 0.9103,             8.1556e-05,             8.1556e-05,             8.1556e-05
                     90,                 1.5235,                 1.0053,                0.90354,                0.77922,                0.51691,                 0.6075,                0.42037,                 1.4915,                0.96761,                0.90685,             7.5734e-05,             7.5734e-05,             7.5734e-05
                     91,                 1.6005,                 1.1364,                0.91726,                0.77441,                0.51009,                0.59641,                0.41353,                 1.5009,                  1.001,                0.91023,             6.9913e-05,             6.9913e-05,             6.9913e-05
                     92,                 1.5345,                 1.0332,                0.90887,                0.69707,                0.52271,                0.58572,                0.40027,                 1.5135,                 1.0262,                0.91418,             6.4092e-05,             6.4092e-05,             6.4092e-05
                     93,                  1.511,                 1.0077,                0.90485,                 0.7283,                0.51442,                0.59677,                0.40812,                 1.4961,                   1.01,                0.90908,             5.8271e-05,             5.8271e-05,             5.8271e-05
                     94,                 1.4993,                 1.0001,                0.90215,                0.71918,                0.53207,                0.60271,                0.41191,                 1.4975,                 1.0049,                0.90981,              5.245e-05,              5.245e-05,              5.245e-05
                     95,                 1.4851,                0.98803,                0.89947,                0.69496,                  0.544,                0.60804,                0.41908,                 1.4858,                0.99481,                0.90808,             4.6628e-05,             4.6628e-05,             4.6628e-05
                     96,                 1.5042,                  0.999,                0.90112,                 0.7308,                0.53178,                0.60485,                0.41083,                 1.5146,                0.99731,                0.91198,             4.0807e-05,             4.0807e-05,             4.0807e-05
                     97,                 1.4989,                0.99053,                0.89846,                0.67556,                0.55081,                0.60377,                0.40945,                 1.5217,                0.98823,                0.91127,             3.4986e-05,             3.4986e-05,             3.4986e-05
                     98,                 1.4953,                 0.9789,                 0.8981,                0.69811,                0.54562,                0.61325,                 0.4228,                 1.4787,                0.97704,                0.90614,             2.9165e-05,             2.9165e-05,             2.9165e-05
                     99,                 1.5008,                0.98361,                0.90094,                 0.7182,                0.54038,                0.61057,                0.41622,                  1.513,                0.97979,                0.91082,             2.3344e-05,             2.3344e-05,             2.3344e-05
                    100,                 1.4909,                0.97568,                0.90188,                0.72102,                0.53759,                0.61551,                0.42568,                 1.4808,                0.96969,                 0.9057,             1.7522e-05,             1.7522e-05,             1.7522e-05
